publish_date,headline,main_text,media
2012-02-28,"Fujitsu Tegra 3 Phone Hands-On: Fingerprint Reader, Physical Buttons","HTC and LG aren't the only ones getting into the Tegra 3 smartphone game. Japanese electronics vendor Fujitsu, which sells a lot of smartphones in Asia but none in the U.S., showed off its own prototype Android handset based on Nvidia's quad-core processor at Mobile World Congress. The as-yet-unnamed 4.6-inch Fujitsu Tegra 3 smartphone sports a 4.6-inch, 1280 x 800 screen that looked very sharp in our brief hands-on, but not as colorful as the AMOLED screen on the Samsung Galaxy or the Super LCD panel on the HTC One X. We're not sure whether it was the screen or the software build or something else, but the screens on the three sample devices we played with didn't always recognize our swipes. The black, matte plastic chassis on the Fujitsu Tegra 3 phone looks rough, unfinished, and downright ugly, but we can only assume that Fujitsu will make some changes to the design before launch. Like HTC, LG, and ZTE, Fujitsu does not agree with Google's decision to make Ice Cream Sandwich's navigation buttons virtual icons. In fact, the company disagrees so strongly that it is using hard plastic, physical navigation buttons below the screen rather than the less-obtrustive flat capacitive buttons used by others. On its back side, the Fujitsu Tegra 3 smartphone sports a whopping 13.3-MP camera that's low-light sensitive and capable of shooting at ISO 25600. We can't vouch for the quality of the images, but, when we fired up the camera app and hit the shutter button, the phone took a very noticeable couple of seconds to shoot, meaning that it's not capable of the kind of high-speed shooting we've seen on HTC's One Series. Perhaps the most unique feature of Fujitsu's Tegra 3 phone is a fingerprint reader, which sits just below the camera lens on the back of the device. The company currently offers biometric security on a number of its phones so the Tegra 3 phone is just following their lead. Unfortunately, there was no software on the Tegra 3 that we could use to test the reader. As far as software goes, the demo units on display had nothing more than stock Android 4.0 Ice Cream Sandwich, with a couple of gaming apps installed and a bright pink wallpaper on one of the devices. Perhaps Fujitsu and its carriers will make some significant changes to the default look of Android before this comes out. Though we did not have the opportunity to surf the web or play videos on the Fujitsu Tegra 3 smartphone, we were able to play a game of the demanding jet ski racing game Riptide GP, which we've tested before on Tegra 3 tablets. As on the Galaxy Transformer Prime tablet, Riptide GP was speedy and detailed with lots of gorgeous water effects. Though Fujitsu has no name for its Tegra 3 phone, a rep did tell us it was likely to be a member of the ""Arrow"" line of handsets. No word yet on pricing or availability, but it's not likely to come to the U.S.",FoxNews
2012-06-11,"Next-Generation MacBook Pro: Ivy Bridge Processors, USB 3.0, Same Price","A freshly minted MacBook Pro has come to town. Just announced at WWDC, the 2012 MacBook Pro is said to be furnished in the same casing but now it'll pack faster, more desirable guts. The new laptops get Intel's Ivy Bridge chips for improved performance as well as longer battery life and USB 3.0 (just like the ones available on the MacBook Airs). The resolution will stay the same at 1440 x 900, but a new Nvidia GPU is also onboard for enhanced graphics performance. The refreshed MacBook Pros will hit stores for the same prices as the previous models--$1799 for a 15-incher to begin with. So when can you pick up one of these bad boys? They ship as early as today.",FoxNews
2012-02-09,"Apple iPad 3 coming first week in March, reports say","Apple plans an event in early March to launch the iPad 3, AllThingsD reported Thursday. Citing unnamed sources, the Wall Street Journal's popular tech news site said the company would hold one of its trademark events during the first week in March, presumably at the Yerba Buena Center for the Arts in San Francisco, Apple's go-to location for this type of event. The launch event would not necessarily mark availability of the iPad 3, though AllThingsD speculated that it would be available a week or so after the event, following the timing of the iPad 2 launch. Rumors have swirled about the next-generation version of the groundbreaking tablet computer for months, often spurred by news from Taiwanese suppliers or people familiar with the supply chain. So what will it look like? What sort of cool tech specs will we see? Rumors have suggested monster graphics features thanks to nVidia chips and superfast processing speeds thanks to quad-core chips from ARM or Texas Instruments. AllThingsD offers a similar analysis, again citing unnamed sources. The iPad 3 will be similar in form factor to the iPad 2, but running a much faster chip, sporting an improved graphics processing unit, and featuring a higher resolution, 2,048×1,536 Retina Display — or something close to it, the site said. An Apple spokeswoman declined to comment on the event.",FoxNews
2015-07-05,Nvidia G-Sync or AMD FreeSync? Pick a side and stick with it,"If you've ever experienced screen tearing in a PC game, you know how annoying it can be. An otherwise perfectly-rendered title totally ruined by gross horizontal lines and stuttering. You can turn on V-Sync, but if you don't have a high-end system, it can put a huge dent in your performance. Both Nvidia and AMD have stepped up to try and solve the issue while preserving framerates, and both manufacturers have turned to adaptive refresh technology for the solution. G-Sync and FreeSync are both designed to smooth out gameplay, reduce input lag, and prevent screen tearing. They have different methods for accomplishing these goals, but what really sets them apart is that one side closely guards them, and the other shares them openly. While Nvidia's G-Sync is enabled by including a chip in the construction of the monitor, FreeSync uses the video card's functionality to manage the refresh rate of the monitor using the Adaptive Sync standard built into the DisplayPort standard. Screen tearing and stuttering are the effect of a misalignment between the number of frames your graphics card is rendering per second, and the number of times your monitor is refreshing. If your screen is in the middle of drawing one image, and is handed another, it stops what it's doing and draws the new one. That causes stuttering as the image catches up, or a horizontal tear where portions of two frames are on screen at the same time. Nvidia If you've ever noticed the problem before, you might have turned on V-Sync to alleviate the issue and noticed a drop in performance. This is because V-Sync locks frame output to the expected refresh rate of the monitor, which is almost always 60Hz (60 refreshes per second). That's great if your computer can evenly output 60 frames each second, but if it can't, V-Sync has to drop down to a division of 60 FPS -- usually 30 FPS, and if your PC can't hold that, 20 FPS, or lower. V-Sync works as it does because a normal monitor cannot talk to the video card. It refreshes at the same rate, all the time, no matter the frames sent to it. Adaptive sync technology makes it possible for your monitor's refresh rate to vary to match the output of your video card. That prevents screen tearing without locking the framerate to 60 FPS or lower. Unfortunately, not all technologies are created equal. If you want to get in on some buttery smooth gaming action, you'll have to decide. Nvidia, or AMD? One of the first differences you'll hear people talk about when it comes to adaptive refresh technology, besides AMD vs Nvidia, is the difference between a closed and an open standard. While G-Sync is proprietary Nvidia technology, and requires the company's permission and cooperation to use, FreeSync is free to use, and implementing it is a goal of the program, not a way to make money. That should mean that FreeSync is more widely adopted, but in actuality, they're about even -- for now. G-Sync has been around longer, and it's also managed by Nvidia, the current leader in GPU manufacturing. That may prevent AMD's lead in compatible monitors from getting out of hand, or might not. Only time will tell. Either way, you can't mix and match between the two technologies. You have to choose whether you want to go with Nvidia or AMD, and then purchase a monitor and GPU accordingly. It's tough to talk about cost when it comes to incorporating a refresh management technology into your rig. The reason is that there's a cost on both sides -- at the GPU, and in the monitor. If you go the Nvidia route, the module in the monitor is going to handle a lot of the heavy lifting involved in adjusting the refresh rate. That's going to be reflected in the price you pay for the monitor, since each manufacturer has to pay Nvidia for the hardware. The upside is that the technology has been readily available since early 2014, so it's available in monitors as cheap as $500, like the BenQ XL2420G. The G-Sync module also does most of the heavy lifting, so as long as your monitor is compatible, you can use lower end cards. Nvidia lists the compatible options, which range from the Titan X and 980 Ti all the way down the 650 Ti Boost, which retails for less than $200. Asus You won't end up paying much extra for a monitor with FreeSync. There's no premium to the manufacturer to include it, unlike G-Sync. As such, these monitors start around $500 as well, but you'll get a 1440p display and a 144Hz refresh rate at that price point. You'll also need a card that supports FreeSync, and unless it's an R9 or high-end R7 card, it doesn't. At less than $100, you can install an R7 260, the most basic card in the Radeon lineup that supports FreeSync. There's also a performance difference between the two standards in a number of different areas. Users have noted that although tearing and stuttering are reduced with FreeSync enabled, another problem arises -- ghosting. As objects move on the screen, they leave behind a bit of the image of their last position like a shadow. It's an artifact that some people don't notice at all, and really annoys others. There are a lot of fingers being pointed at what might be causing it, but the physical reason for it is power management. If you don't apply enough power to the pixels, your image will have gaps in it, too much power, and you'll see ghosting. It's hard to balance the adaptive refresh technology with proper power distribution. Both systems also start to suffer when the framerate isn't consistently within the monitor's refresh range. G-Sync can show problems with flickering at very low framerates, and while the technology usually compensates to fix it, there are exceptions. FreeSync, meanwhile, has stuttering problems if framerate drops below a monitor's stated minimum refresh rate. Most reviewers who've compared the two side-by-side seem to prefer the quality of G-Sync, which does not show stutter issues at low framerates, and thus smoother in real-world situations. Some FreeSync monitors have an extremely narrow adaptive refresh range, and if your video card can't deliver frames within that range, problems arise. In the past year the number of monitors with G-Sync built in has exploded, but if you're planning on improving your gaming rig, you also want a monitor with the right specs. We've reviewed some monitors that are equipped with G-Sync, and here are a few of our favorites. The XB280HK was the first 4K monitor to support G-Sync, and still a great choice for gaming, with or without a compatible card. It has a 1ms response time, and a variable refresh rate for G-Sync. We lauded the XB280HK for its sturdy build quality and solid gaming performance, and it's a great choice if you're heading the G-Sync route. From the ASUS Republic of Gamers line, the PG278Q Swift is an exceptional gaming monitor with 1440p resolution, and a 60-144Hz refresh rate to take full advantage of the G-Sync module built in. The price is a bit high, starting around $700 when it's on sale, but it's a great option if you don't want to make the move to 4K yet. The Acer XG270HU is almost identical to the XB280HK, with a few key differences. The first is that this version sports FreeSync instead of Nvidia's G-Sync protocol. It also sports a thinner side bezel for multi-monitor setups, as well as cutting the screen size by an inch. It's an excellent value if you're choosing AMD. This Samsung display sacrifices a perfect response time of 1ms for a slightly slower 4ms time, but makes up for it with a very appealing price point, especially for a 4K display. It's only a 23 inch display, which actually give it a really high pixel density, and should make your games look especially clean and smooth. Without any other components, you should expect to spend almost a thousand dollars on a G-Sync compatible monitor and graphics card, more if you want to step up to a graphics card that can actually handle 4K gaming. For around $600, you can get into the base level of FreeSync's compatibility, and that includes a 4K display and a baseline Radeon card -- the R7 260, which is not capable of high performance 4K gaming. The upside is that it won't take much more than $200 more to get you a lot farther up the AMD scaled into an R9 290, which is capable of some 4K gaming. Given the price gap, you might wonder why anyone would prefer G-Sync. The answer is simple -- it's superior. If Nvidia's adaptive refresh technology doesn't suffer ghosting issues and delivers more consistent overall performance. It's also worth noting that Nvidia video cards are currently the performance king. Going with FreeSync, and thus buying an AMD Radeon card, might mean purchasing hardware that delivers less bang for your buck. Ultimately, both of these technologies largely accomplish their goals and deliver an experience that's superior to V-Sync. Your choice will depend on whether you prefer value or a top-notch gaming experience.",FoxNews
2015-12-01,Lenovo teaches another ThinkPad how to do Yoga,"As more users find themselves in need of the serious computing power of a workstation, Lenovo is responding by presenting even more options for professional, workhorse machines. This time around, the workstations are receiving the obligatory Skylake upgrade, as well as some display and form factor upgrades to chew on. First up is the ThinkPad P40 Yoga. This creative device achieves a hybrid status through the use of a 360-degree hinge and a high-resolution 2,560 x 1,440 IPS touchscreen with 2,048 pressure sensitivity levels -- twice as many as the 3,000 x 2,000 display in the Microsoft Surface Book. Despite its portable and convertible form factor, it's still a mobile workstation, so under the hood is a Skylake Core i7 and an Nvidia Quadro m500m with 2GB of VRAM. The other two machines are a bit more routine in their updates. The ThinkPad P50s completes the top end of the Thinkpad P series mobile workstations, with the same sixth generation Core i7 chip availability. The display measures up to a full 3K IPS, and a hot-swappable battery means you don't ever have to stop working, unless you want to. Even if you don't have spare battery the system can last more than two work days, as Lenovo quotes 17 hours of endurance with the largest optional units. Finally, the ThinkStation P310 is the Skylake update to the entry-level P300S desktop workstation. It's available with Skylake Core i3, i5, or i7 chips, as well as the Xeon E3-1200v5, plus choice of Nvidia Quadro GPUs. If that doesn't get your engine going, there's support for Samsung M.2 drives with NVMe SSDs, plus 64GB of RAM. Things look even brighter when it comes to price. The ThinkPad P40 Yoga starts at just $1,399, while the ThinkPad P50s starts at $1,299. If the desktop seems more appropriate, it starts at just $729, a downright bargain for a workstation, depending on what that configuration looks like. All three of the new workstations will be available starting in Q1 of 2016, but their earlier counterparts are already available directly from Lenovo.",FoxNews
2012-03-21,"Sprint and HTC Collaboration Event April 4th, HTC One X on Way?","Sprint and HTC sent out invitations today for an April 4th press event the two say will show off their, ""latest collaboration."" Now what could these two be announcing that warrants its own press conference? Well, according to TechnoBuffalo, which cites a, ""reliable Sprint source, the event will serve as the big unveiling for Sprint's version of the much anticipated HTC One X. It could be called the ""Jet,"" according to s4gru, and possibly launch June 10th. If the rumors are true, then the One X could launch in June, which is right about the time Sprint is expected to flip the switch on its 4G LTE network. An AT&T version of the phone has already been announced, but instead of using Nvidia's hulking quad-core Tegra 3 processor, that phone will instead ship with a dual-core Snapdragon chip. We spent some hands-on time with the One X at Mobile World Congress in Barcelona and were blown away. The 4.7-inch phone's 1280 x 720 Super LCD 2 display was a sight to behold. On top of its gorgeous display, the Android 4.0-powered One X packs Beats Audio, as well as HTC's Sense 4. But the real reason to get excited about the One X is the freakishly fast 0.7-second Image Sense camera. HTC equipped the phone with a dedicated camera co-processor, allowing it to snap pictures in an instant. Intel's Atom Z2460-powered smartphone can pop off 10 pictures in the same 0.7-seconds, but it's not close to shipping. We'll keep you updated on Sprint and HTC's announcement when it happens early next month. via TechnoBuffalo",FoxNews
2021-09-17,Meghan Markle's dad Thomas reacts to Time 100 cover: 'There are far more influential people',"Thomas Markle apparently wasn't too impressed by Time magazine's 100 most influential people issue -- even though his daughter, Meghan Markle, and her husband, Prince Harry, were one of the few selected for the cover. They were listed as two of the world's most influential people and honored for their activism and philanthropy by friend chef José Andrés. In addition to the couple, Olympian Simone Biles, Oscar winner Kate Winslet, singer-songwriter Billie Eilish, director-general of the World Trade Organization (WTO) Ngozi Okonjo-Iweala, CEO of NVIDIA Jensen Huang and writer Cathy Park Hong, were all featured on the various covers. In a video obtained by Fox News, Markle is seen at a newsstand in Los Angeles and when asked by the videographer why he decided not to purchase the magazine, Markle responds, ""Well that is only Time magazine’s opinion, there are far more influential people, like the Queen."" On Wednesday, Time magazine revealed their cover stars. The Duke and Duchess of Sussex were part of the ""Icons"" section of the list. The two posed together but caught some backlash on social media for their ""awkward"" appearances. Harry, whose 37th birthday was also on Wednesday, was dressed in all black and sat behind Meghan with a hand on her shoulder. The former actress, 40, donned a white pantsuit and gold jewelry. After the cover was unveiled, users on Twitter were quick to judge their body language and blank expressions. One person said, ""The only effort in this pic is the person who’s photoshopped 2 different pictures together."" Another pointed out, ""Looks a bit too ‘plasticky’? The photoshop is rich on this one."" ""Terrible retouching job. They look CGI,"" agreed a user. ""What a strange photo… it’s made to look like Harry is the same height as Meghan … is he bending over?"" commented someone else. ""This looks like Harry is her hairdresser and he’s looking into the mirror explaining what he did to her layers,"" joked a user. Meanwhile, chef Andrés wrote in his essay about the couple, ""They turn compassion into boots on the ground through their Archewell Foundation. They give voice to the voiceless through media production."" ""Hand in hand with nonprofit partners, they take risks to help communities in need — offering mental-health support to black women and girls in the US and feeding those affected by natural disasters in India and the Caribbean,"" he continued. Andrés, who founded the World Central Kitchen, worked with Harry and Meghan over the past year to help feed poor communities. ""In a world where everyone has an opinion about people they don’t know, the duke and duchess have compassion for the people they don’t know. They don’t just opine. They run toward the struggle,"" he said.",FoxNews
2006-08-11,"Stocks to Watch, Aug. 11: Pacific Sunwear, Nvidia and Kohl's","SAN FRANCISCO – Among the companies whose shares are expected to see active trade in Friday's session are Nvidia Corp., Pacific Sunwear of California and Kohl's Corp. Embraer-Empresa Brasileira de Aeronáutica S.A. (ERJ) is expected to report earnings per share of 64 cents for the second quarter. After Thursday's closing bell, Nvidia (NVDA) delayed its full quarterly results, saying that its audit committee found problems with the accounting for some past stock-option grants, as it reviews grants going all the way back to its initial public offering in 1999. • NEW! Investing Center Pacific Sunwear (PSUN) said its net profit fell by more than half in the second quarter on a drop in sales at its stores open at least a year. Kohl's (KSS) said second-quarter earnings surged 24 percent to $232.4 million, or 69 cents a share, compared with last year's profit of $187.2 million, or 54 cents a share. Total sales climbed 14 percent to $3.29 billion from $2.89 billion last year. Watch List Accuride Corp. (ACW) said second-quarter net profit rose to $18.3 million, or 53 cents a share, from $17 million, or 54 cents a share, during the same period in the prior year. Quarterly revenue rose to $361.7 million from $342.8 million in the prior year. Anadarko Petroleum Corp. (APC) said it has completed its acquisition of Kerr-McGee Corp. (KMG) . Under the terms of the deal, Kerr-McGee shareholders will receive $70.50 in cash for each share they own. Analog Devices Inc. (ADI) said its fiscal third-quarter net income rose 22 percent to $144.7 million, or 39 cents a share, up from $121.4 million, or 32 cents a share, in last year's same period. Sales rose 14 percent to $663.7 million from a year ago. AngioDynamics Inc. (ANGO) reported fourth-quarter net earnings of $2.04 million, or 15 cents a share, up 22 percent from $1.67 million, or 13 cents a share, during the year-ago period. The medical device maker posted revenue of $23.6 million vs. $17.3 million. Big 5 Sporting Goods Corp. (BGFV) earned $7.4 million, or 33 cents a share in its second quarter - up from $6.1 million, or 27 cents in the year-ago period. Revenue came in at $211.8 million, a 6.9 percent gain as same-store sales grew 2.9 percent. Cisco Systems Inc. (CSCO) said it has invested in Nuova Systems Inc. to accelerate product development in the data center. Nuova Systems will become a majority-owned Cisco subsidiary. Cree Inc. (CREE) reported a fiscal fourth-quarter profit of $13.2 million, or 17 cents a share, on revenue of $106.7 million. During the year-ago period, the maker of semiconductors used in lighting, power and communications products earned $21 million, or 27 cents a share, on $99 million in revenue. Emulex Corp. (ELX) reported fourth-quarter net earnings of $12.7 million, or 14 cents a share, compared with $25.3 million, or 28 cents a share, in the same period last year, as stock-based compensation expenses increased. Quarterly revenue fell 8.6 percent to $98.9 million vs. $108.2 million. Evercore Partners Inc. (EVR) said it has priced its initial public offering of 3.95 million shares at $21 each. The investment firm said it expects shares to start trading Friday under the symbol ""EVR."" E-Z-EM Inc. (EZEM) said fourth-quarter net income rose to $1.35 million, or 12 cents a share, from $1.34 million, or 12 cents a share, during the same period in the prior year. E-Z-EM said quarterly revenue rose to $37.1 million from $32 million in the prior year. Goldcorp Inc. (GG) reported second-quarter net earnings of $190.4 million, or 49 cents a share, up from $98 million, or 28 cents a share, during the year-ago period. The Canadian mining company posted revenue of $491.5 million vs. $301.6 million. H&E Equipment Services Inc. (HEES) said second-quarter net profit rose to $19.8 million, or 52 cents a share, from $4.29 million, or 17 cents a share, during the same period in the prior year. Quarterly revenue rose to $202.5 million from $137.7 million in the prior year. Hewitt Associates Inc. (HEW) said it has appointed Russell Fradin as the company's chairman and chief executive, beginning Sept. 5. Fradin, who has most recently served as president and CEO of the Bisys Group Inc. (BSG) , succeeds Dale Gifford, Hewitt's chairman and CEO, who intends to retire. Dot Hill Systems Corp. (HILL) said it has identified certain miscellaneous discrepancies relating to its option-grant practices from fiscal 2000 through 2003. Dot Hill added that it will be unable to file its report for the June quarter until the board's audit committee has completed a review. Imation Corp. (IMN) said Chairman and Chief Executive Bruce Henderson is beginning radiation therapy for a malignant brain tumor. Chief Operating Officer Frank Russomanno will continue to manage day-to-day operations. Juniper Networks Inc. (JNPR) said its board has concluded that the company will need to restate historical financial results to record additional non-cash charges for expenses related to option grants. Martin Marietta Materials Inc. (MLM) said its board has elected C. Howard Nye president and chief operating officer. MEMC Electronic Materials Inc. (WFR) said it has filed its 2005 Form 10-K, its Form 10-Q for the third quarter of 2005 and restated Form 10-Qs for the first and second quarters of 2005. The St. Peters, Mo.-based supplier of wafers to the semiconductor industry said it has made no changes to its fiscal 2005 income statement, other than those it reported on July 26. RadioShack Corp. (RSH) said it would cut between 400 and 450 support positions to reduce overhead costs and improve its long-term competitive position. RenaissanceRe Holdings Ltd. (RNR) said it's created a new executive position to monitor the Bermuda-based reinsurer's risks. Todd Fonner, the reinsurer's current treasurer, will take on the new chief risk officer role and will also become chief investment officer. TD Ameritrade Holding Corp. (AMTD) reported 210,000 average client trades per day in July. Qualified accounts totaled 3.23 million, the Omaha, Neb.-based company said. Titan International Inc. (TWI) said this year's acquisition of two tire manufacturing facilities will add a combined $340 million in sales for Titan. Viacom Inc. (VIA) (VIA.B) and Adobe Systems Inc. (ADBE) said they are partnering to deliver Web and mobile content. Viacom will deliver branded content using the Adobe Engagement Platform, and Adobe will become Viacom's preferred technology provider for rich media authoring tools and interactive online video solutions. Vimicro International Corp. (VIMC) reported second-quarter net earnings of $1.79 million, or 1 cent a share, compared with $4.24 million, or 4 cents a share, in the same period last year. The semiconductor company said the quarterly results included $1.3 million in inventory write-downs and $2.3 million in unexpected professional fees incurred. Click here to visit FOXBusiness.com's Investing Center.",FoxNews
2012-09-28,"Razer Sharpens Blade Gaming Notebook With Faster CPU, GPU","Razer is officially putting the gaming laptop industry on notice. Come September 30, the company's second iteration of its Razer Blade notebook will be available for purchase. Featuring over 100 tweaks and improvements, it's a force to be reckoned with. Boasting a slim 0.88-inch aluminum chassis, the 6.6 pound Blade is one of the thinnest and lightest gaming notebooks on the market. But don't assume that the Blade's skinny profile means Razer's skimped on the specs. The 17.3-inch notebook is packing a 17.3-inch full HD display, Nvidia GTX 660M GPU, 8GB of RAM, a 500GB 7,200-rpm hard drive and a 64GB SSD. A yet to be announced Core i7 processor will be powering the whole affair. Razer's innovative Switchblade interface, complete with multitouch LCD touchpad and 10 progammable macro keys are also making an appearance. Razer has also left USB 2.0 in the past with 3 USB 3.0 ports. There's a catch. The Blade is going on sale for the wallet-emptying price of $2,499. Which should come as no surprise to dedicated PC gamers; something this slick-looking is never cheap. Sticker shock aside, we were impressed with the overall presentation of the chassis. It looks like the love child of an Alienware M17x and a MacBook Pro. While we have yet to run our benchmarks, we're eager to put the new, improved Razer Blade through some rigorous testing, including an all-night fragging session. Stay tuned for our full review.",FoxNews
2022-07-21,Gabbard says 'system is rigged' after public conjecture over Paul Pelosi stock buy,"House Speaker Nancy Pelosi, D-Calif., continues to face questions over a stock purchase her businessman husband Paul Pelosi made in semiconductor company Nvidia ahead of a congressional vote on related chips subsidy legislation. Former Rep. Tulsi Gabbard, D-Hawaii, a onetime Democratic presidential candidate, told Fox News the allegations being bandied about are similar to what she saw while she was in the chamber. ""What we're seeing here is the same thing that I saw when I was in Congress — is this blatant corruption being exposed in broad daylight — the system is rigged,"" she said on ""Jesse Watters Primetime."" ""We have people in positions of power to pass legislation, to enact new policies. They can see, 'OK, here are the industries or companies that will benefit from this. I'm going to go and make these investments, buy this stock or that stock, or have my husband or wife do it and then make money in the process,'"" Gabbard explained. Gabbard did not comment in detail about conjecture about Pelosi, but said she introduced legislation during her time in office that would put a tighter ban on such a dynamic between lawmakers, family members and the markets. ""I think it's important also to look at this, especially in the environment that we're in right now. What is even more dangerous than what we're seeing here is that we have members of Congress who are investing in companies or industries that will benefit from a new Cold War or conflict, for example,"" she added. ""And these are the very same people who are making the policies, who have a vested interest in stoking those tensions and amping up this new Cold War, directly benefiting from it, and simultaneously undermining our actual national security for our country and the interests of the American people."" Fox News Digital previously asked the speaker if Paul had ever made stock purchases or trades after hearing about the financial goings-on of Capitol Hill. ""No,"" Pelosi said. ""Absolutely not."" Watters previously took a deep dive into another story involving Paul Pelosi, which he described as the murky circumstances surrounding the businessman's drunk driving arrest near Napa, Calif., earlier in 2022. Fox Business' Houston Keene contributed to this report.",FoxNews
2011-06-15,AMD Challenges Intel With Launch of New Chip,"Advanced Micro Devices, nearing half a year without a chief executive, is launching new processors aimed at mainstream personal computers and challenging rivals Intel and Nvidia. AMD's Llano chips, which include both central and graphics processors, are aimed at mid- to high-end laptops and desktop computers. The chips, part of AMD's Fusion family, have much-improved battery life and will soon be available in laptop and desktop computers, the Sunnyvale, California-based company said. A one percentage point increase in notebook market share would increase AMD's revenue by $137 million, according to UBS analyst Uche Orji. Some analysts speculate that Intel, whose processors are in 80 percent of the world's PCs, might respond to any signs it is losing sales by reducing its prices. Exploding sales of Apple's iPad are hurting demand for personal computers and investors have punished the shares of AMD and Intel this year because both companies have yet to stake out significant territory in the mobile market. AMD's board abruptly removed Chief Executive Dirk Meyer in January because of concerns he had not targeted tablet computers and smartphones. Intel this year launched its own new lineup of PC chips, also with combined central and graphics processing, but investors have been far more interested in the company's lack of progress in mobile. Meanwhile, the graphics horsepower added into AMD and Intel's new chips is expected to be more than enough for many PC users, reducing the demand for add-on graphics processors that Silicon Valley rival Nvidia has specialized in for years. Aware of the limited future of its core PC graphics market, Santa Clara, California-based Nvidia is using its graphics expertise to expand into the fast-expanding market for low-power processors in tablets and smartphones. AMD's new chips are the culmination of its $5.4 billion acquisition of Canadian graphics chip designer ATI in 2006.",FoxNews
2016-10-14,Former San Francisco 49er Bruce Miller Selling $1.55M Santa Clara Home,"Bruce Miller, a former San Francisco 49ers tight end, has put his 2,300-square-foot home on the market in red-hot Santa Clara, CA, for $1.55 million. The listing comes less than a month after he was arrested on charges he attacked a man and his elderly father. He was cut by the team shortly thereafter. Listed on Oct. 10, the home is already in pending status. It has four bedrooms and 2.5 bathrooms and sits on a 4,100-square-foot lot in the city's Rivermark neighborhood. The neighborhood is near the headquarters of major Silicon Valley employers such as Cisco, Intel, and Nvidia. It's also less than 2 miles away from Levi's Stadium, home of the 49ers. Built in 2003, the two-story, Contemporary Spanish -- style home features hardwood flooring, new carpeting, and custom paint. The living room has a surround-sound speaker system, a gas fireplace, and light-filtering window shades. The master bedroom has a walk-in closet and a master bathroom with dual sinks, marble flooring, and a frameless shower. The kitchen includes granite countertops, white cabinets, stainless-steel appliances, and an island. Miller bought the home in mid-2014 for $1.4 million. Miller, 29, was drafted in 2011 by the 49ers for a fullback position. He recorded 62 rushing yards on 28 carries and 734 receiving yards on 76 catches, for a total of four career touchdowns. He was set to switch positions and become a tight end in 2016, under new head coach Chip Kelly. Miller was arrested in early September on multiple counts of assault and battery, after he allegedly tried to barge into an elderly couple's hotel room in San Francisco and got in a fight with a 70-year-old man and his son, who was staying next door. The team released him from his contract later that day. In 2015, Miller pleaded no contest to charges he pushed his then-girlfriend into a wall and smashed her cellphone.",FoxNews
